,Id,Price,Year_model,Mileage,Make
1077809,1084476,19300,2017,27704,Ram
607907,613274,11780,2013,60957,Ford
646507,651874,24987,2015,27001,Ford
719571,724938,22995,2016,7109,GMC
265614,265615,4995,1998,162282,Mitsubishi
466272,471639,24240,2016,13698,Chevrolet
173092,173093,52990,2017,26134,Audi
618284,623651,20950,2017,3307,Ford
961534,966902,19800,2015,25790,Mazda
1128876,1144005,7995,2007,73850,Toyota
213012,213013,18761,2011,90446,Jeep
1216119,1232912,42994,2016,6494,Volvo
1085639,1099260,37950,2012,70857,Ram
352560,357925,14974,2014,30203,Volkswagen
789554,794921,37500,2016,21918,Honda
1138341,1153470,6995,2011,184696,Toyota
871656,877023,28900,2014,38354,Jeep
693653,699020,7991,2010,129158,Ford
687433,692800,32977,2012,36652,Ford
474725,480092,20892,2017,17290,Chevrolet
57686,57687,16495,2014,14961,Ford
595217,600584,8668,2014,22255,Ford
54798,54799,12500,2013,85215,Ford
743898,749265,15990,2015,17573,Honda
1096711,1111840,11898,2010,93578,Subaru
500618,505985,1500,1999,137037,Chevrolet
1045154,1050522,14987,2012,70946,Nissan
1171702,1188270,35888,2017,3511,Toyota
214141,214142,30999,2015,29394,Jeep
188753,188754,27999,2016,29621,BMW
988973,994341,52999,2015,17882,Mercedes-Benz
731178,736545,12999,2005,109875,GMC
844363,849730,39995,2014,33316,Jaguar
640516,645883,5799,2012,105992,Ford
870266,875633,25995,2014,61991,Jeep
665456,670823,27903,2015,42845,Ford
495654,501021,28900,2015,24674,Chevrolet
1055766,1061134,10495,2013,54115,Nissan
259788,259789,41695,2014,23082,Mercedes-Benz
667629,672996,32770,2017,20510,Ford
148891,148892,16995,2015,8604,Buick
4600,4601,7400,2008,89624,Honda
502322,507689,27950,2014,38975,Chevrolet
1018635,1024003,4900,2006,52758,Nissan
1008083,1013451,13950,2015,6285,Nissan
1017675,1023043,16000,2016,48757,Nissan
212327,212328,33975,2015,7605,Jeep
213799,213800,32347,2016,15545,Jeep
987246,992614,36995,2011,46257,Mercedes-Benz
135952,135953,17233,2017,26537,Chevrolet
895073,900440,13477,2016,60893,Kia
702044,707411,43588,2014,95565,Ford
85702,85703,15554,2013,93234,Chrysler
651214,656581,12934,2016,38572,Ford
262870,262871,9995,2010,63799,MINI
753435,758802,16567,2013,54762,Honda
1164705,1181048,22995,2013,66510,Toyota
119255,119256,16900,2014,64375,Chevrolet
1208849,1225641,13995,2013,45056,Volkswagen
342856,348068,34975,2015,12080,Toyota
988908,994276,49995,2015,48947,Mercedes-Benz
118842,118843,14999,2014,32719,Chevrolet
850554,855921,18495,2015,32571,Jeep
714154,719521,21900,2015,32052,GMC
1050394,1055762,10895,2013,6683,Nissan
1143175,1158320,16589,2013,59929,Toyota
942997,948365,24999,2015,20912,Lincoln
284590,284591,18597,2014,43444,Nissan
283136,283137,7765,2014,69395,Nissan
235595,235596,27599,2015,26282,Lexus
46627,46628,4995,2005,165675,Ford
1063685,1069053,20988,2012,80754,Nissan
530987,536354,46900,2017,19360,Chevrolet
445161,450528,9900,2011,66609,Chevrolet
619766,625133,11999,2014,66422,Ford
53048,53049,23025,2017,25711,Ford
841438,846805,56885,2017,1060,INFINITI
155459,155460,28900,2012,56885,BMW
1020730,1026098,10997,2013,82237,Nissan
631793,637160,14388,2012,74099,Ford
527458,532825,29999,2010,69571,Chevrolet
780241,785608,26999,2016,26520,Honda
235959,235960,25988,2014,53138,Lexus
144462,144463,20237,2017,20293,Buick
328935,332989,9828,2012,124840,Toyota
88075,88076,15900,2013,78675,Chrysler
1024028,1029396,9993,2012,72789,Nissan
422062,427429,7995,2007,91044,Cadillac
77386,77387,7315,2003,113474,Dodge
1010207,1015575,17339,2016,20108,Nissan
813533,818900,16901,2016,40770,Hyundai
1002731,1008099,16995,2016,1518,Nissan
844930,850297,74980,2016,9444,Jaguar
574781,580148,18995,2016,35866,Dodge
935815,941182,36995,2015,15221,Lexus
655835,661202,12500,2014,98615,Ford
1069984,1075352,27200,2014,18644,Nissan
1161483,1177593,5991,2004,189256,Toyota
927296,932663,28750,2015,25444,Lexus
234306,234307,20888,2015,37737,Lexus
402189,407556,36327,2013,38119,Jaguar
589251,594618,39995,2006,9500,Dodge
719951,725318,8980,2011,120611,GMC
707117,712484,45800,2015,31620,Ford
309113,313163,14879,2014,116426,Subaru
1029441,1034809,18500,2016,9299,Nissan
412771,418138,25950,2016,4900,Buick
305752,309802,8881,2012,91861,Subaru
1126183,1141312,15995,2016,43648,Toyota
44961,44962,14695,2009,93641,Ford
346420,351707,46000,2017,14211,Toyota
229022,229023,9495,2013,31034,Kia
121556,121557,12995,2016,44981,Chevrolet
971700,977068,29000,2015,42446,Mercedes-Benz
579570,584937,8499,2006,146667,Dodge
207474,207475,21387,2013,29386,Jeep
629792,635159,7895,2007,92575,Ford
436215,441582,11500,2015,19132,Chevrolet
616802,622169,19100,2017,24175,Ford
121750,121751,11488,2017,9673,Chevrolet
782759,788126,26990,2015,31367,Honda
641980,647347,19645,2016,4326,Ford
1040220,1045588,29700,2016,928,Nissan
708192,713559,46998,2014,62256,Ford
1026306,1031674,13988,2012,73435,Nissan
1119532,1134661,12985,2014,41883,Toyota
1072915,1078283,32991,2013,65811,Porsche
837331,842698,30991,2014,39144,INFINITI
292654,292655,11699,2013,65650,Nissan
1054203,1059571,8500,2006,140256,Nissan
1077188,1083393,25300,2016,30693,Ram
646058,651425,20000,2013,58478,Ford
579200,584567,5995,2010,145853,Dodge
1150078,1165359,12488,2015,41358,Toyota
595997,601364,9995,2016,33714,Ford
1052182,1057550,20995,2013,46294,Nissan
1092358,1107487,7500,2013,53020,smart
1051662,1057030,17995,2015,24054,Nissan
91407,91408,11212,2013,23242,Chrysler
331317,335407,19771,2013,46691,Toyota
676459,681826,29485,2014,49832,Ford
754858,760225,13894,2012,50364,Honda
541996,547363,15995,2016,7265,Chrysler
92246,92247,59889,2016,2615,Chevrolet
578054,583421,23995,2013,24070,Dodge
290753,290754,22830,2016,31899,Nissan
533095,538462,33990,2014,47863,Chevrolet
790244,795611,22995,2013,28038,Honda
57008,57009,14895,2015,31000,Ford
909110,914477,17470,2013,51544,Kia
998717,1004085,9995,2013,50025,Mitsubishi
858303,863670,27946,2017,4082,Jeep
852395,857762,16994,2016,9565,Jeep
251659,251660,15875,2012,57068,Mercedes-Benz
216364,216365,41995,2015,10942,Jeep
114605,114606,23905,2017,28015,Chevrolet
150097,150098,43980,2015,17840,BMW
975260,980628,29995,2017,18399,Mercedes-Benz
749701,755068,15585,2015,36607,Honda
104854,104855,33771,2016,13842,Chevrolet
20824,20825,54999,2015,74882,Ford
349625,354990,12440,2016,25181,Volkswagen
646834,652201,23999,2014,31042,Ford
239916,239917,39478,2016,36801,Lexus
206413,206414,15900,2013,65864,Jeep
195321,195322,31380,2014,56000,Audi
284005,284006,10945,2015,66587,Nissan
102022,102023,14750,1999,43938,Chevrolet
173695,173696,169900,2015,12735,Bentley
1003115,1008483,16000,2016,8651,Nissan
558075,563442,16994,2016,36923,Dodge
441936,447303,13635,2015,13010,Chevrolet
186379,186380,11241,2007,125462,BMW
389876,395243,18995,2015,17142,Hyundai
1108804,1123933,4000,2005,153792,Suzuki
360781,366148,33888,2014,43500,Volvo
312057,316107,33028,2015,22122,Subaru
1028522,1033890,17585,2014,68578,Nissan
311972,316022,30430,2015,31360,Subaru
944978,950346,22300,2014,45616,Lincoln
107604,107605,31480,2016,8536,Chevrolet
243704,243705,32551,2016,11095,Lincoln
295093,295094,45000,2017,3051,Nissan
1173458,1190049,10997,2003,179000,Toyota
587694,593061,30841,2016,38752,Dodge
1099911,1115040,14989,2012,69793,Subaru
810064,815431,12977,2016,22146,Hyundai
1028943,1034311,6499,2008,129038,Nissan
688901,694268,32988,2015,76409,Ford
485188,490555,16990,2015,17459,Chevrolet
661068,666435,16979,2009,114696,Ford
76151,76152,23397,2015,39935,Dodge
453224,458591,12488,2015,48646,Chevrolet
31030,31031,31996,2013,37439,Ford
383107,388474,11795,2013,32490,Hyundai
194086,194087,44000,2016,15050,Audi
931532,936899,30200,2013,29375,Lexus
695208,700575,37667,2014,49412,Ford
1006336,1011704,13991,2012,27048,Nissan
567376,572743,17491,2016,27780,Dodge
515652,521019,35998,2016,33150,Chevrolet
203928,203929,23605,2014,39504,Acura
114973,114974,13413,2006,61884,Chevrolet
1101653,1116782,18999,2015,60485,Subaru
601116,606483,14897,2016,45507,Ford
76313,76314,9988,2011,67258,Dodge
1068099,1073467,29995,2017,1871,Nissan
1136777,1151906,9778,2010,95560,Toyota
729506,734873,37995,2014,22092,GMC
1155396,1171036,11500,2006,132827,Toyota
1081154,1090777,22450,2012,85454,Ram
515739,521106,33990,2015,47926,Chevrolet
657784,663151,8000,2011,58435,Ford
975795,981163,19890,2010,67622,Mercedes-Benz
118000,118001,12574,2012,106245,Chevrolet
437059,442426,10250,2012,41312,Chevrolet
940501,945869,38950,2014,44093,Lexus
358702,364068,22999,2017,8347,Volkswagen
788492,793859,35200,2016,20736,Honda
26036,26037,28991,2016,17138,Ford
59801,59802,11595,2012,84665,Ford
973562,978930,19000,2011,64137,Mercedes-Benz
108560,108561,15999,2008,109736,Chevrolet
423136,428503,8590,2007,108886,Cadillac
49045,49046,20691,2014,44889,Ford
770432,775799,18186,2013,52410,Honda
1181151,1197822,23737,2012,71345,Toyota
352003,357368,24852,2016,12936,Volkswagen
143022,143023,11287,2010,72624,Cadillac
521777,527144,42000,2017,1851,Chevrolet
1179382,1196025,36991,2015,12170,Toyota
348537,353901,20995,2008,147261,Toyota
9715,9716,48892,2017,12160,GMC
921096,926463,64900,2016,24022,Land
580017,585384,23899,2017,29082,Dodge
193332,193333,13499,2011,73672,BMW
15090,15091,34395,2017,9305,GMC
903028,908395,14195,2013,86285,Kia
117764,117765,19500,2014,37124,Chevrolet
72807,72808,12998,2002,101621,Dodge
692966,698333,5995,2006,207883,Ford
95379,95380,23295,2008,55908,Chevrolet
611477,616844,14459,2014,56579,Ford
634295,639662,10892,2011,117859,Ford
129295,129296,9511,2013,66009,Chevrolet
261482,261483,93788,2017,2061,Mercedes-Benz
256246,256247,35915,2018,1658,Mercedes-Benz
995653,1001021,19995,2015,24827,MINI
82655,82656,21600,2014,21623,Dodge
849776,855143,14361,2014,71677,Jeep
194352,194353,42995,2016,15901,Audi
141508,141509,26825,2015,30891,Cadillac
345838,351107,14995,2006,43388,Toyota
343294,348515,28499,2013,59320,Toyota
40786,40787,22488,2013,74468,Ford
829685,835052,33995,2015,13981,Hyundai
574362,579729,19750,2017,28144,Dodge
469437,474804,5900,2004,140237,Chevrolet
825100,830467,23888,2014,16982,Hyundai
232468,232469,103990,2017,2019,Land
173896,173897,11400,2011,80489,BMW
182690,182691,26766,2016,6791,Acura
1211860,1228653,4423,2003,125092,Volvo
444031,449398,17900,2017,38306,Chevrolet
338522,343500,3995,1998,75881,Toyota
244751,244752,41275,2014,31144,Maserati
363021,368388,6988,2008,98962,Honda
210372,210373,28291,2015,26466,Jeep
1075031,1080399,55996,2014,38000,Porsche
1113216,1128345,14948,2016,42412,Toyota
396070,401437,15980,2013,1579,Hyundai
1187290,1204078,43599,2016,27635,Toyota
225076,225077,15800,2016,7644,Kia
136996,136997,13999,2017,11532,Chevrolet
372672,378039,7985,2010,163878,Honda
574268,579635,23200,2017,20677,Dodge
1196767,1213555,12495,2014,47501,Volkswagen
44805,44806,22000,2013,53837,Ford
455061,460428,19498,2017,9952,Chevrolet
277343,277344,18500,2015,48413,Nissan
612375,617742,12964,2014,43621,Ford
296990,296991,49981,2017,5796,Porsche
275039,275040,13995,2013,58620,Nissan
803080,808447,6995,2010,77053,Hyundai
880637,886004,32471,2016,43513,Jeep
990911,996279,84997,2016,12380,Mercedes-Benz
1006484,1011852,12900,2016,29706,Nissan
667567,672934,31995,2016,9986,Ford
1042544,1047912,14695,2014,101004,Nissan
1006556,1011924,14991,2017,12,Nissan
895843,901210,16500,2015,26375,Kia
986381,991749,11980,2011,162985,Mercedes-Benz
788358,793725,34498,2016,32077,Honda
149060,149061,50469,2018,21,BMW
488283,493650,22536,2015,70065,Chevrolet
1123382,1138511,11138,2012,79062,Toyota
164137,164138,19900,2015,51386,BMW
817809,823176,19350,2015,26726,Hyundai
820473,825840,17590,2016,50389,Hyundai
1093115,1108244,16799,2017,464,Subaru
621462,626829,14999,2014,33376,Ford
893064,898431,9995,2014,37225,Kia
1039188,1044556,10988,2012,93176,Nissan
67033,67034,11626,2016,38729,Ford
664758,670125,27290,2012,30809,Ford
126481,126482,19988,2014,20643,Chevrolet
535022,540389,40995,2017,15108,Chevrolet
467746,473113,21798,2015,33432,Chevrolet
340551,345687,31995,2015,19973,Toyota
1018394,1023762,19988,2016,751,Nissan
134107,134108,17933,2017,20030,Chevrolet
505664,511031,14988,2006,145454,Chevrolet
440220,445587,17600,2017,22040,Chevrolet
558824,564191,11989,2013,102971,Dodge
1047878,1053246,15995,2015,17019,Nissan
1060982,1066350,24995,2016,27563,Nissan
963231,968599,26999,2016,20272,Mazda
664102,669469,23992,2016,87388,Ford
245247,245248,10590,2016,68510,Mazda
1108029,1123158,21095,2012,33200,Subaru
227315,227316,24500,2017,4341,Kia
1156681,1172439,9990,2008,145152,Toyota
378503,383870,34811,2015,34770,Honda
228639,228640,19995,2016,3008,Kia
65508,65509,9997,2013,29709,Ford
354749,360114,3998,2008,126752,Volkswagen
255316,255317,30998,2015,22620,Mercedes-Benz
555984,561351,8990,2013,132064,Chrysler
976704,982072,26488,2014,42304,Mercedes-Benz
1177963,1194596,13995,2008,172307,Toyota
978651,984019,30888,2014,12000,Mercedes-Benz
44462,44463,30275,2017,3036,Ford
1105832,1120961,30992,2017,16151,Subaru
1032361,1037729,17622,2016,33606,Nissan
532450,537817,45988,2015,34145,Chevrolet
683291,688658,27750,2015,15568,Ford
384114,389481,11495,2016,46725,Hyundai
629770,635137,20499,2015,34497,Ford
1102135,1117264,19500,2014,42577,Subaru
58900,58901,20955,2017,27467,Ford
853277,858644,10500,2013,73949,Jeep
1142828,1157969,16995,2013,63157,Toyota
818665,824032,9990,2011,82702,Hyundai
325816,329866,16895,2015,39407,Toyota
862255,867622,16000,2013,90999,Jeep
536934,542301,30988,2014,52377,Chevrolet
382589,387956,13250,2014,22810,Hyundai
726470,731837,25500,2012,101596,GMC
735157,740524,35811,2015,25228,GMC
411070,416437,15874,2015,43831,Buick
607759,613126,11995,2016,43663,Ford
560195,565562,10494,2015,21645,Dodge
471620,476987,24999,2017,27496,Chevrolet
64492,64493,14889,2015,34015,Ford
920932,926299,72000,2016,28089,Land
759639,765006,13400,2014,44435,Honda
1071551,1076919,14695,2004,26497,Pontiac
808241,813608,9985,2012,95652,Hyundai
1059199,1064567,13995,2012,57902,Nissan
777117,782484,20947,2014,55014,Honda
706720,712087,39981,2015,71147,Ford
195326,195327,34892,2015,22598,Audi
389836,395203,23995,2014,3200,Hyundai
616426,621793,18993,2017,4370,Ford
1173719,1190314,29797,2016,21161,Toyota
301635,305143,39306,2011,70298,Ram
490853,496220,25987,2015,35591,Chevrolet
914379,919746,29200,2015,34474,Kia
144406,144407,10995,2011,88169,Buick
863627,868994,15599,2012,106576,Jeep
53595,53596,20899,2015,16724,Ford
1055479,1060847,27492,2015,53856,Nissan
396887,402254,12966,2008,57779,INFINITI
379078,384445,2995,1998,170270,Honda
891418,896785,11500,2015,28757,Kia
977240,982608,24788,2014,63947,Mercedes-Benz
1196540,1213328,15980,2016,33938,Volkswagen
758194,763561,16990,2014,45706,Honda
1050215,1055583,16999,2014,22913,Nissan
1067270,1072638,7800,2006,164266,Nissan
365408,370775,22800,2016,22114,Honda
439535,444902,17600,2017,20739,Chevrolet
695491,700858,23494,2011,21852,Ford
766678,772045,16251,2013,55541,Honda
1170372,1186929,19000,2015,26317,Toyota
4950,4951,21285,2017,4283,Honda
843067,848434,21987,2013,43677,Jaguar
250850,250851,18401,2014,47752,Mazda
1049435,1054803,19149,2016,80,Nissan
384531,389898,11490,2013,42205,Hyundai
367190,372557,6500,2008,184111,Honda
677610,682977,18274,2015,35493,Ford
1162767,1178975,10985,2005,156160,Toyota
451395,456762,15988,2015,32520,Chevrolet
1116503,1131632,11985,2012,24256,Toyota
1093979,1109108,15992,2015,27613,Subaru
1067809,1073177,26995,2016,13836,Nissan
854320,859687,15095,2014,88369,Jeep
685837,691204,15352,2013,77816,Ford
676495,681862,27612,2014,62679,Ford
947895,953263,36323,2016,32741,Lincoln
463605,468972,9980,2014,54224,Chevrolet
1131062,1146191,17000,2014,48469,Toyota
22289,22290,29991,2009,74982,Ford
902357,907724,15900,2017,24701,Kia
435707,441074,69995,2015,21599,Cadillac
662856,668223,7980,2010,135675,Ford
274299,274300,20899,2017,6514,Nissan
642698,648065,8995,2013,89193,Ford
1001090,1006458,1500,2001,89928,Mitsubishi
970603,975971,7988,2004,81982,Mercedes-Benz
740982,746349,13700,2014,34350,Honda
882763,888130,32300,2013,37717,Jeep
1041831,1047199,22794,2017,3216,Nissan
983738,989106,31900,2015,29526,Mercedes-Benz
482027,487394,11998,2011,105952,Chevrolet
1064137,1069505,20964,2011,89233,Nissan
1118187,1133316,15500,2017,17251,Toyota
756538,761905,6750,2009,127487,Honda
795660,801027,14776,2015,6415,Hyundai
581352,586719,28995,2016,13437,Dodge
119187,119188,4995,2005,126000,Chevrolet
62699,62700,8887,2012,110380,Ford
802258,807625,14500,2016,40900,Hyundai
579598,584965,26999,2015,12031,Dodge
1125516,1140645,12900,2013,52677,Toyota
376142,381509,26400,2016,42703,Honda
653520,658887,26453,2014,29999,Ford
47457,47458,3000,2006,134744,Ford
236093,236094,27988,2015,31112,Lexus
525729,531096,10987,2006,133421,Chevrolet
786955,792322,28500,2015,44349,Honda
772702,778069,15981,2010,69496,Honda
473531,478898,19575,2016,27176,Chevrolet
542438,547805,8499,2013,66623,Chrysler
1166831,1183287,30999,2015,17101,Toyota
475853,481220,16700,2015,56452,Chevrolet
1011476,1016844,19795,2017,1748,Nissan
106249,106250,29588,2015,18685,Chevrolet
947499,952867,28980,2014,62097,Lincoln
950077,955445,49870,2016,5799,Maserati
469290,474657,19485,2016,10816,Chevrolet
519942,525309,23999,2010,22311,Chevrolet
169932,169933,14950,2008,74422,BMW
444578,449945,15900,2017,16431,Chevrolet
182583,182584,24999,2015,31636,Acura
876976,882343,26495,2015,60883,Jeep
561975,567342,11999,2016,45488,Dodge
1064181,1069549,14495,2012,103037,Nissan
169902,169903,20390,2014,40031,BMW
1215968,1232761,51995,2016,7082,Volvo
996489,1001857,27000,2016,4926,MINI
1208602,1225394,12909,2013,54870,Volkswagen
569589,574956,19898,2016,39856,Dodge
555044,560411,5990,2004,84483,Chrysler
860248,865615,20885,2016,21359,Jeep
458184,463551,9999,2013,37000,Chevrolet
126949,126950,18495,2015,27607,Chevrolet
1057539,1062907,14995,2009,83231,Nissan
876249,881616,36944,2017,17832,Jeep
890433,895800,9991,2013,65883,Kia
350110,355475,12990,2015,20990,Volkswagen
630013,635380,21700,2017,42440,Ford
419000,424367,32865,2015,11695,Buick
443125,448492,15988,2017,27391,Chevrolet
533676,539043,48824,2015,20578,Chevrolet
919500,924867,27995,2010,51586,Land
1110340,1125469,15000,2017,26836,Toyota
600708,606075,10406,2014,50540,Ford
815471,820838,20113,2016,15163,Hyundai
873171,878538,31569,2015,19578,Jeep
571198,576565,19999,2016,22628,Dodge
614410,619777,15999,2014,36456,Ford
